text,label,aug
"Vans parent VF Corp. says 60% of China stores are closed over coronavirus, to update guidance in May",0,"VF Corp, Vans' parent company, says 60% of China stores closed due to coronavirus, updating guidance in May"
Vietnam's budget carrier VietJet Aviation JSC will suspend all of its fights to China February 1 amid the novel cor... https://t.co/nWRl3RDuIy,0,Vietnamese budget airline VietJet Aviation JSC will suspend all flights to China on February 1 amid the new coronavirus… https://t.co/nWRl3RDuIy
Walmart Inc.’s Jet subsidiary is ending its fresh-food delivery business just a year after introducing the service… https://t.co/MpzLxKX3cW,0,Walmart Inc.'s Jet subsidiary is ending its... Its fresh food delivery business after only one year of providing the service… https://t.co/MpzLxKX3cW
Walmart Pulls The Plug On Jet.com 'City Grocery Experience',0,Walmart pulls the plug on Jet.com 'city grocery experience'
Walmart's Jet is ending its fresh-food delivery business just a year after introducing the service in New York City https://t.co/Y8sI7u2mmB,0,Walmart's Jet is ending its fresh food delivery business after just one year of offering the service in New York City https://t.co/Y8sI7u2mmB
"WATCH: Cosmetics maker Coty, faced with weak sales, is expected to start an auction process in December and consume… https://t.co/qSW2swob2C",0,"WATCH: Cosmetics maker Coty, facing weak sales, is expected to begin an auction process in December and take… https://t.co/qSW2swob2C"
WeWork Layoffs: 10 Things to Know About the Upcoming Job Cuts,0,WeWork layoffs: 10 things to know about upcoming job cuts
WeWork set to lay off thousands - NYT,0,WeWork prepares to lay off thousands - New York Times
WeWork’s Path to Survival Is Narrow and Perilous,0,WeWork's path to survival is narrow and risky
What went wrong at Tesla's Cybertruck launch? Hear from Bloomberg's Ed Ludlow @EdLudlow who was there https://t.co/chEHrylNx7,0,What went wrong with the Tesla Cybertruck launch? Hear from Bloomberg's Ed Ludlow @EdLudlow who was there https://t.co/chEHrylNx7
"Why I'm Cutting Netflix -- and Millions of Americans Might, Too",0,Why I'm going to quit Netflix — and millions of Americans might too
Why London Has Banned Uber — Again,0,Why London banned Uber - again
$PBR - Petrobras expects lower April production; makes oil discovery https://t.co/kSkaXkxlze,0,$PBR - Petrobras expects April production to decline; Makes oil discovery https://t.co/kSkaXkxlze
$PSX $VLO $HFC - Phillips 66 cuts rates at Bayway refinery on weak cracks - S&P Global https://t.co/0sOtRQG5t5,0,$PSX $VLO $HFC - Phillips 66 cuts rates at Bayway refinery due to weak cracks - S&P Global https://t.co/0sOtRQG5t5
$XOM - Exxon's Baton Rouge refinery cuts production on low demand - Reuters https://t.co/xRIss6avLy,0,$XOM - Exxon's Baton Rouge refinery reduces production due to low demand - Reuters https://t.co/xRIss6avLy
Exxon is cutting billions of dollars in investments to keep its financial footing during the worst oil-price rout i… https://t.co/QoPqAc2J9a,0,Exxon is cutting billions of dollars in investments to maintain its financial position during the worst oil price decline in… https://t.co/QoPqAc2J9a
"WATCH: Exxon Mobil, the largest U.S. oil producer, said it will cut planned capital spending by 30% this year https://t.co/pewe0L13xG",0,"Watch: ExxonMobil, the largest US oil producer, said it will cut planned capital spending by 30% this year https://t.co/pewe0L13xG"
"Freddie Mac Prices $731 Million Multifamily K-Deal, K-F74  https://t.co/c31iovNuJy",0,Freddie Mac Prices $731M K-F74 Multifamily Deal https://t.co/c31iovNuJy
Disney responds to data breach after thousands of Disney+ accounts hacked,0,Disney responds to data breach after thousands of Disney+ accounts were hacked
"Disney+ accounts are getting hacked, sold for $3: RPT",0,Disney+ accounts are hacked and sold for $3: RPT
Hackers Are Targeting Ring Cameras,0,Hackers target Ring cameras
"Hackers have gained access to thousands of Disney+ user accounts, selling them for between $3 and $11, according to… https://t.co/WjNynp7g4w",0,"Hackers gained access to thousands of Disney+ user accounts, selling them for between $3 and $11, according to… https://t.co/WjNynp7g4w"
"Macy’s Hit With Malware Attack, Customer Data Stolen",0,Macy's is hit by a malware attack and customer data is stolen
Macy's discloses data hack,0,Macy's reveals a data breach
Dollar & Bond Yields Slide After FOMC Folds https://t.co/ITPlHnCbXG,0,Dollar and bond yields decline after the Federal Open Market Committee folds https://t.co/ITPlHnCbXG
10Y yield just 15bps away from all time lows.,0,The 10-year yield is just 15 basis points away from all-time lows.
3Y Auction Tails On Muted Buyer Demand Despite Unlimited Fed QE  https://t.co/5jkVn4FpFL,0,3-year auction on muted buyer demand despite unlimited Fed quantitative easing https://t.co/5jkVn4FpFL
"As Africa Drowns In Debt To China, IMF Sounds The Alarm https://t.co/WFfZkXhlLG",0,"As Africa drowns in China's debt, the International Monetary Fund sounds the alarm https://t.co/WFfZkXhlLG"
Illinois risk seeing its credit rating cut to junk https://t.co/ZXGEAkBeeM,0,Illinois risks having its credit rating downgraded to junk https://t.co/ZXGEAkBeeM
"JPMorgan says bonds to slump, fueling a return to cyclicals https://t.co/r91WzjL9Da via @business https://t.co/GheX3DBwXA",0,"JP Morgan says bonds are falling, triggering a return to cyclicality https://t.co/r91WzjL9Da via business https://t.co/GheX3DBwXA"
Nigeria's government plans to raise as much as $6.9 billion from multilateral lenders to offset the impact of the C… https://t.co/ejfuD1G7WW,0,The Nigerian government plans to raise up to $6.9 billion from multilateral lenders to offset the impact of the financial crisis… https://t.co/ejfuD1G7WW
"Riskier investments, including junk bonds and nongovernment-backed mortgages, are being left behind as markets atte… https://t.co/8uiVDNWl5b",0,"Riskier investments, including junk bonds and government-backed mortgages, are being ignored as markets watch… https://t.co/8uiVDNWl5b"
Societe Generale's Subadra Rajappa is concerned treasury yields could quickly snap back https://t.co/tGVmttl7GD… https://t.co/rrreeGl5tw,0,Subhadra Rajappa of Société Générale worries that Treasury yields may return quickly https://t.co/tGVmttl7GD… https://t.co/rrreeGl5tw
South Africa could fall deeper into junk territory after S&P cut the outlook on its assessment of the nation’s debt… https://t.co/ej4julbme6,0,South Africa may slide deeper into junk territory after Standard & Poor's cut its outlook for its assessment of the country's debt… https://t.co/ej4julbme6
South Africa could fall deeper into junk territory after S&P cut the outlook on its assessment of the nation’s debt… https://t.co/ESBc1kS0JG,0,South Africa may slide deeper into junk territory after Standard & Poor's cut its outlook for its assessment of the country's debt… https://t.co/ESBc1kS0JG
Treasury yields hold rise after housing starts,0,Treasury yields continue to rise after housing starts
Global stock rally spurs selloff of Treasurys ahead of benchmark debt auction https://t.co/DqNyYNisgU,0,Rising global stocks stimulate Treasury bond selling ahead of record debt auction https://t.co/DqNyYNisgU
"$AHC - A. H. Belo halves dividend, cuts capital spending to below $1M https://t.co/Umq8VBgJaZ",0,"$AHC - A.H. Belo Company cuts its profits in half, reduces capital spending to less than $1 million https://t.co/Umq8VBgJaZ"
$AIF - Apollo Tactical Income Fund cuts dividend by 9% https://t.co/BvblFTtyWK,0,$AIF - Apollo Tactical Income Fund cuts dividend by 9% https://t.co/BvblFTtyWK
$APA - Apache: Recently Slashed Dividend May Never Stage A Comeback. https://t.co/bVEPm79fIY #economy #markets #stocks,0,$APA - Apache: Recently reduced profits may never return. https://t.co/bVEPm79fIY #Economy #Markets #Stocks
$CLR: Continental Resources announces suspension of quarterly dividend; global crude oil and product demand is... https://t.co/fRZIBBW5Mg,0,$CLR: Continental Resources announces suspension of quarterly dividend; Global demand for crude oil and products is... https://t.co/fRZIBBW5Mg
$DDF - Delaware Investments Dividend & Income Fund cuts dividend by 10% https://t.co/lIwkfTlVT9,0,$DDF - Delaware Investments Dividend and Income Fund cuts dividend by 10% https://t.co/lIwkfTlVT9
$DEX - Delaware Enhanced Global Dividend & Income Fund cuts dividend by 7% https://t.co/HsCEtA92wa,0,$DEX - Delaware Enhanced Global Dividend and Income Fund reduces dividend by 7% https://t.co/HsCEtA92wa
"$M (+0.2% pre) Macy's may have just signaled a dividend cut - Brian Sozzi

https://t.co/tDGkehqg9i",0,"$M (+0.2% Ahead) Macy's may have just signaled a dividend cut - Brian Suozzi

https://t.co/tDGkehqg9i"
$OVV - Ovintiv: Anticipating A Dividend Cut. https://t.co/iVzfRgmEEj #stocks #finance #trading         ,0,$OVV - Ovintiv: Dividend cut expected. https://t.co/iVzfRgmEEj #Stocks #Finance #Trading
Boeing supplier Spirit cuts dividend to increase liquidity,0,Supplier Boeing Spirit cuts its dividend to increase cash
Boeing supplier Spirit slashes dividend due to 737 MAX crisis,0,Boeing Spirit supplier cuts dividend due to 737 MAX crisis
GFT Technologies : suspends forecast for the current financial year and reviews dividend p... #GFTTechnologies… https://t.co/xRG1yaFxxE,0,GFT Technologies: Suspension of forecasts for the current fiscal year and review of dividends... #GFTTechnologies… https://t.co/xRG1yaFxxE
"$ACM - AECOM: Given Disappointing Earnings And No M&A News, ACM Is A Trading Sell. https://t.co/0QlOr3sV7h #stockmarket #markets #stocks",0,"$ACM - AECOM: Given disappointing earnings and no M&A news, ACM is seeing a sell-off. https://t.co/0QlOr3sV7h #StockMarket #StockMarkets"
$SBUX - Starbucks Likely Range Bound After Inconclusive Q4 2019 Earnings. Sign up for updates on Seeking Alpha!… https://t.co/I9CAnlrces,0,$SBUX - Starbucks' range likely limited after inconclusive Q4 2019 earnings. Sign up for updates on Seeking Alpha!… https://t.co/I9CAnlrces
3M Stock Is a Toxic Stock After Earnings,0,3M stock is a toxic stock after earnings
Conn's did not CONNect on earnings today as comps were weak https://t.co/z6yrORwrby $CONN,0,Conn didn't call earnings today as comps were weak https://t.co/z6yrORwrby $CONN
Exxon and Chevron posted the weakest results in years because of disappointing results in almost all of their busin... https://t.co/GVVcZxePU3,0,Exxon and Chevron posted their weakest results in years due to disappointing results in almost all of their businesses... https://t.co/GVVcZxePU3
Medigene AG Just Missed Earnings With A Surprise Loss - Here Are Analysts Latest Forecasts,0,Medigene AG misses earnings with surprise loss - here are the latest analyst forecasts
"Mohawk Industries, Inc.'s (NYSE:MHK) Earnings Dropped -19%, Did Its Industry Show Weakness Too?",0,"Mohawk Industries, Inc.'s profits declined. (NYSE:MHK) by 19%, so is its industry showing weakness as well?"
Not So Happy Holidays for Kohl’s After Earnings,0,Not-so-happy holidays for Kohl's after earnings
"Österreichische Post AG's (VIE:POST) Earnings Dropped -16%, How Did It Fare Against The Industry?",0,"Österreichische Post AG (VIE:POST) profits fell by -16%, what was the impact on the industry?"
Twitter users explain why Kohl's stock just got obliterated after reporting earnings,0,Twitter users explain why Kohl's stock was obliterated after reporting earnings
Twitter users explain why Kohl's stock just got obliterated after reporting earnings https://t.co/RnxmSz4Au1 by… https://t.co/F7B1rYCmPf,0,Twitter Users Explain Why Kohl's Stock Was Obliterated After Reporting Earnings https://t.co/RnxmSz4Au1 By… https://t.co/F7B1rYCmPf
Vitasoy International Holdings Limited Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now,0,Vitasoy International Holdings Limited's Earnings Miss Analyst Estimates: Here's What Analysts Are Expecting Now
$UNG $UGAZ $DGAZ - Natural gas sinks 5% to near four-year lows https://t.co/U80UHz81yR,0,"$UNG $UGAZ $DGAZ - Natural gas fell 5%, approaching four-year lows https://t.co/U80Utz81yR"
"$USO $XLE $OIL - Oil slides amid output uncertainty, forecast for big Cushing stockpile gain https://t.co/1EV0cQBSx6",0,"$USO $XLE $OIL - Oil falls amid production uncertainty, expectations of big gains in Cushing stocks https://t.co/1EV0cQBSx6"
A global glut of LNG might force U.S. export plants to go idle https://t.co/X6YbpYenvU,0,The global glut of liquefied natural gas may force American export plants to stop working https://t.co/X6YbpYenvU
API data show a 6 million-barrel weekly rise in U.S. crude supply: sources,0,American Petroleum Institute data shows a weekly increase of 6 million barrels in US crude supplies: sources
"API data show a roughly 6 million-barrel weekly rise in U.S. crude stocks, sources say",0,Sources say that data from the American Petroleum Institute shows a weekly increase of about 6 million barrels in US crude inventories
Berry Petroleum's stock plunges to 2-year low after California prohibits using steam to extract oil,0,Perry Petroleum stock fell to its lowest level in two years after California banned the use of steam to extract oil
Commodity Chaos Deepens as China LNG Buyer Invokes Force Majeure,0,Commodity chaos worsens as Chinese LNG buyers trigger force majeure
Coronavirus Hits Oil's Weakest Credits Hardest,0,Coronavirus hits weakest oil credits hard
Crude Holds Below $50 as OPEC Dithers Over Virus Response,0,Crude oil holds below $50 as OPEC hesitates on virus response
"Dec. WTI oil at $55.12/bbl in electronic trade, down from $55.21 Nymex settlement",0,"The price of West Texas Intermediate crude for December was $55.12 per barrel in electronic trading, down from the Nymex settlement price of $55.21."
"Dec. WTI oil down $1.84, or 3.2%, to settle at $55.21/bbl",0,"In December, West Texas Intermediate crude fell $1.84, or 3.2%, to settle at $55.21 per barrel."
"EIA forecasts U.S. shale oil output to climb by 49,000 barrels a day in December",0,"The Energy Information Administration expects US shale oil production to rise by 49,000 barrels per day in December"
Energy Down As Oil Rally Stalls -- Energy Roundup #economy #MarketScreener https://t.co/voxopjD76f https://t.co/Gy8cJl9dT4,0,Energy declines as oil rise stops - Energy Report #Economy #MarketScreener https://t.co/voxopjD76f https://t.co/Gy8cJl9dT4
Energy Down With Energy Futures -- Energy Roundup #NYMEX #Stock #MarketScreener https://t.co/AlnK94i4ml https://t.co/NTsVYzzi6e,0,Energy Drops With Energy Futures - Energy Report #NYMEX #Stock #MarketScreener https://t.co/AlnK94i4ml https://t.co/NTsVYzzi6e
"Energy names lag on lower commodity prices for oil, gas",0,Energy names are lagging due to lower commodity prices such as oil and gas
Goldman's Currie Sees Worst Oil Demand Shock in a Decade,0,Goldman's Currie sees the worst oil demand shock in a decade
"Industrial goods, oil, gas get slammed as China coronavirus slashes demand",0,"Industrial goods, oil and gas are under fire for falling Chinese demand due to the coronavirus"
Investors line up against Mizuho support for coal https://t.co/17Y4zoF1op https://t.co/7KmeGZ6oNl,0,Investors line up against Mizuho coal support https://t.co/17Y4zoF1op https://t.co/7KmeGZ6oNl
"March WTI oil continues its decline, down 49 cents, or 1%, at $50.46/bbl",0,"WTI continues its March decline, down 49 cents, or 1%, to $50.46 a barrel."
Mine Delays in China Are Buttressing Beleaguered Coal Bulls,0,China mine delays support embattled coal bulls
"Nat gas prices plunge on milder weather, ample supplies",0,Natural gas prices are falling due to mild weather and abundant supplies
Natural gas futures tumble 5% and are poised to close at a nearly 4-year low,0,Natural gas futures fell 5% and are poised to close at their lowest level in almost 4 years
Natural Gas Price Fundamental Daily Forecast – Early Weakness as Forecasts Indicate Return to Seasonal Temperatures,0,Basic Daily Natural Gas Price Forecast - Early weakness as forecasts point to a return to seasonal temperatures
Natural Gas Price Prediction – Prices Tumble on Warm Weather Forecast,0,Natural Gas Price Forecast - Prices are falling due to warm weather forecast
Natural gas production in the U.S. is expected to drop by the fastest pace ever next year https://t.co/2n0o5cGvOf,0,US natural gas production is expected to decline at the fastest pace on record next year https://t.co/2n0o5cGvOf
Oil Bankruptcies Are Reaching Worrying Levels,0,Oil sector bankruptcies have reached alarming levels
Oil Begins To Move Lower – Will Our Predictions Come True?,0,Oil begins to decline - will our expectations come true?
Oil Dips as China Concern On Impeachment Adds Another Twist To Trade Deal,0,Oil prices fall as China's concerns over accountability add another twist to the trade deal
Oil ends at its lowest level in more than a year as U.S. prices sink below $50 https://t.co/RcsR6VD6eg,0,Oil closes at its lowest level in more than a year as US prices fall below $50 https://t.co/RcsR6VD6eg
Oil futures finish lower after posting 2 consecutive weekly gains,0,Oil futures closed lower after posting consecutive weekly gains
Oil majors cut 2020 spending by 22% after prices slump #CNOOC #Stock #MarketScreener https://t.co/clKmFZv2hP https://t.co/JHMTUiqx0U,0,Major oil companies reduce their spending in 2020 by 22% after the decline in prices
Oil prices fall but hold near three-month high on trade deal agreement,0,Oil prices fall but hold near a three-month high after the trade deal
"Oil prices fell Monday, paring some of their recent rebound after a virtual summit for producers to discuss supply… https://t.co/2RHm8CWP5G",0,"Oil prices fell on Monday, paring some of their recent rebound after a virtual summit of producers to discuss supply… https://t.co/2RHm8CWP5G"
Oil resumes decline as investors monitor back-and-forth trade talks https://t.co/r4osnZxz0s,0,Oil resumes decline as investors monitor bilateral trade talks https://t.co/r4osnZxz0s
Oil slides as Russia reportedly may not seek deeper cuts at OPEC meeting,0,Oil fell on reports that Russia may not seek deeper cuts at the OPEC meeting
Oil slips as concerns over U.S.-China trade talks drag on,0,Oil declines as concerns persist over trade talks between the United States and China
Oil slips but holds near 2-month high as looming OPEC meeting expected to yield deeper cuts https://t.co/aYzVtRXGu2,0,Oil declines but remains near two-month high with impending OPEC meeting expected to lead to deeper cuts https://t.co/aYzVtRXGu2
Oil trades at 3-month low https://t.co/6F8tuUZLyb,0,Oil trades at 3-month low https://t.co/6F8tuUZLyb
Oil tumbles as U.S. gasoline supplies rise by most since January https://t.co/t07uydxG2K via @business https://t.co/FpfskYKqZM,0,Oil declines as US gasoline supplies rise the most since January https://t.co/t07uydxG2K via business https://t.co/FpfskYKqZM
"Oil, copper remain well below peaks hit in mid-April, a sign investors remain skeptical about demand without an ove… https://t.co/eo4QwjdSqy",0,"Oil and copper remain well below their peaks in mid-April, a sign that investors remain skeptical about demand without a decline… https://t.co/eo4QwjdSqy"
"OPEC and Russia have postponed a meeting to discuss #oil output cuts until April 9, sparking a price drop in overni… https://t.co/Akkcwcdv1d",0,"OPEC and Russia postponed a meeting to discuss oil production cuts until April 9, resulting in overall prices falling… https://t.co/Akkcwcdv1d"
OPEC+ deal is much weaker than it looks,0,The OPEC+ agreement is much weaker than it seems
Rising Short Interest Has Primed The Pumps For A Reversal In Energy ETFs. https://t.co/a1vhrYjPvB #business #investing #markets,0,Rising short interest has primed the pumps for a reversal in energy ETFs. https://t.co/a1vhrYjPvB #Business #Investment #Markets
Shale gas producers have a lot of problems. Count hog manure and chicken guts among them. https://t.co/tAbbumYJj5,0,Shale gas producers face a lot of problems. Count pig manure and chicken entrails among them. https://t.co/tAbbumYJj5
Shale's Debt-Fueled Drilling Boom Is Coming To An End https://t.co/aCnoTpFlvt,0,The drilling boom fueled by shale debt is coming to an end https://t.co/aCnoTpFlvt
Stock Market Update: Energy sector down nearly 3% this week,0,Stock Market Update: The energy sector is down nearly 3% this week
Stock Market Update: WTI crude falls 3% amid concerns about oversupply,0,Stock Market Update: WTI fell 3% on concerns about oversupply
Stock Market Update: WTI crude falls back below $50 per barrel,0,Stock Market Update: WTI crude oil fell below $50 per barrel
Stock Market Update: WTI crude gives back 1% amid nervous-sounding trade headline,0,Stock Market Update: WTI falls 1% amid nervous-sounding trading headlines
Stocks Are Going Nowhere as Hope for a China Trade Deal Wavers - Barron's,0,Stocks Going Nowhere as Hope for a Trade Deal with China Fluctuates - Barron's
The coronavirus is hitting renewable energy supply chains and could hurt global energy transition https://t.co/p7MP5rTZwA,0,Coronavirus hits renewable energy supply chains and could hurt global energy transition https://t.co/p7MP5rTZwA
The global oil market is drowning in excess crude as demand plummets. Insights via @CMEGroup https://t.co/JklSJKFfRS,0,The global oil market is drowning in surplus crude oil as demand declines. Insights via @CMEGroup https://t.co/JklSJKFfRS
Trade Alert - Crude Oil Downside. Read more: https://t.co/oq1RDoKKvI #investing #stockmarket #trading,0,Trade Alert - The Downside of Crude Oil. Read more: https://t.co/oq1RDoKKvI #Investing #StockMarket #Trading
U.S. oil futures mark lowest finish so far this month,0,US oil futures hit their lowest closing level so far this month
"US oil prices tumbled 9% to $23.63 a barrel, reflecting nervousness ahead of this week's pivotal OPEC meeting https://t.co/WDUQEdhHtK",0,"US oil prices fell 9% to $23.63 a barrel, reflecting jitters ahead of a pivotal OPEC meeting this week https://t.co/WDUQEdhHtK"
Why These Top Oil Stocks All Tumbled More Than 10% in January,0,Why did these major oil stocks fall more than 10% in January?
Gas prices could soon drop to 99 cents a gallon in parts of the Midwest https://t.co/6WHMnyNGn6,0,Gas prices may soon drop to 99 cents per gallon in parts of the Midwest https://t.co/6WHMnyNGn6
"Oil is down, gold is up. Rates are flashing warnings. But someone forgot to tell stocks https://t.co/7ymiUQWP3f",0,"Oil fell, gold rose. Prices flash warnings. But someone forgot to tell the stock https://t.co/7ymiUQWP3f"
$1 gasoline is back -- and it's a terrible sign for the economy https://t.co/4WRKl5WZ4N,0,Gasoline is back at $1 – a terrible sign for the economy https://t.co/4WRKl5WZ4N
$1 gasoline is back -- and it's a terrible sign for the economy https://t.co/5vCkppVHOV,0,Gasoline is back at $1 – a terrible sign for the economy https://t.co/5vCkppVHOV
$ENB $CVE $IMO - Top Canadian oil producers foresee further cuts https://t.co/HuHcdWnFGd,0,$ENB $CVE $IMO - Major Canadian oil producers expect more cuts https://t.co/HuHcdWnFGd
$TLT $TBT $USO - Interest rates and oil carve out new lows as stocks slip https://t.co/8qemzQl6Ze,0,$TLT $TBT $USO - Interest and oil rates hit new lows as stocks fall https://t.co/8qemzQl6Ze
$UNG $CHK $RRC - Natural gas hits the skids on warm winter weather outlook https://t.co/WZRJoML1jT,0,$UNG $CHK $RRC - Natural gas declines amid expectations of warm winter weather https://t.co/WZRJoML1jT
$USO $OIL $UCO - Crude inventories build sharply https://t.co/Ze5rjTzPYv,0,$USO $OIL $UCO - Crude oil inventories rise sharply https://t.co/Ze5rjTzPYv
$USO $OIL $UCO - Crude inventory unexpectedly rise https://t.co/IbTo1Js76I,0,$USO $OIL $UCO - Crude inventory rises unexpectedly https://t.co/IbTo1Js76I
"$USO $OIL $UWT - U.S. crude supply rose 6M barrels last week, API says https://t.co/0Qf1RRQIfp",0,"$USO $OIL $UWT – US crude oil supplies rose by 6 million barrels last week, according to the Petroleum Institute https://t.co/0Qf1RRQIfp"
$USO US Energy Information Administration.. projects US cuts of 2million BPD of crude oil,0,$USO US Energy Information Administration expects US cuts of 2 million barrels per day of crude oil
"$XB1:COM $UGA $PSX - U.S. gasoline futures in freefall, close at all-time lows https://t.co/TAPZU4L0L6",0,"$XB1:COM $UGA $PSX – US gasoline futures are in free fall, closing at all-time lows https://t.co/TAPZU4L0L6"
$XLE $USO $BNO - Energy extends YTD loss to 15% as oil prices plunge https://t.co/m4VzJmxNUh,0,$XLE $USO $BNO - Energy extends its losses since the beginning of the year to 15% with the decline in oil prices https://t.co/m4VzJmxNUh
Abrupt Reversal Of Shale Oil's Fortunes Points To A Radical Reset Of Oil Prices. https://t.co/d0VIc2DVca #finance #markets #trading,0,The sudden reversal in shale oil's fortunes signals a radical reset in oil prices. https://t.co/d0VIc2DVca #Finance #Markets #Trading
"Almost 40% of oil and natural gas producers face insolvency within the year if the oil rout persists, a new Federal… https://t.co/8LK2acX5mE",0,"Nearly 40% of oil and natural gas producers face bankruptcy within the year if oil decline continues, new federal decision… https://t.co/8LK2acX5mE"
Canadian oil shipments are getting snarled once again https://t.co/guijP0gyAR,0,Canadian oil shipments are disrupted again https://t.co/guijP0gyAR
Commodities including crude oil and copper fell on concerns that the coronavirus would pare Chinese demand for raw… https://t.co/YiE5FCEdPo,0,Commodities including crude oil and copper fell on fears that the Corona virus will reduce Chinese demand for crude... https://t.co/YiE5FCEdPo
Concern about the spread of the coronavirus has energy stocks falling along with the broader market. @TonyTheStreet… https://t.co/qMg13i1f9F,0,Concern over the spread of the coronavirus sent energy stocks falling along with the broader market. @TonyTheStreet… https://t.co/qMg13i1f9F
"Cramer sees oil stocks in the 'death knell phase,' says they are the new tobacco https://t.co/6hY7CYl6ob",0,Cramer sees oil stocks in a 'death knell phase' and says they are the new tobacco https://t.co/6hY7CYl6ob
Energy Down Sharply As Depressed Oil Prices Seen Squeezing Shale Producers -- Energy Roundup #economy… https://t.co/X2vlmii7rL,0,Energy declines sharply as low oil prices put pressure on shale producers - Energy Report #Economy… https://t.co/X2vlmii7rL
Exxon Baton Rouge refinery fire threatens oil demand https://t.co/BwrixR2J8d,0,Exxon Baton Rouge refinery fire threatens oil demand https://t.co/BwrixR2J8d
Falling Oil Prices An Economic Warning Sign | Zero Hedge https://t.co/M57og3233p,0,Low oil prices are an economic warning sign Zero Hedge https://t.co/M57og3233p
"For the global oil market, the coronavirus epidemic couldn't have hit a worse place https://t.co/qorAXCKzcT",0,"For the global oil market, the coronavirus pandemic could not have been a worse place https://t.co/qorAXCKzcT"
Gasoline futures tumbled 17% to touch 50 cents a gallon for the first time since 2001 https://t.co/VesDJKIBVZ,0,Gasoline futures fell 17% to touch 50 cents per gallon for the first time since 2001 https://t.co/VesDJKIBVZ
"'Hurricane-force headwinds' pull oil lower, but the losses aren't built to last https://t.co/MijP5GEzWU",0,"'Hurricane-force headwinds' pull oil down, but losses won't last https://t.co/MijP5GEzWU"
Jet fuel demand takes a hit as coronavirus leads to travel restrictions https://t.co/F56Q9FWr8E,0,Demand for jet fuel takes a hit as coronavirus leads to travel restrictions https://t.co/F56Q9FWr8E
JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past three weeks owing to decreased demand and… https://t.co/mU3jLoEi1M,0,Just Released: Oil Price Dynamics Report Oil prices have fallen over the past three weeks due to lower demand and… https://t.co/mU3jLoEi1M
JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past week owing to increased supply.… https://t.co/jmRAgMxruU,0,Just Released: Oil Price Dynamics Report Oil prices fell over the past week due to oversupply.… https://t.co/jmRAgMxruU
"Lower oil prices typically boost global growth, but the recent decline to an 18-year low will likely provide less s… https://t.co/flxCWZiS0Z",0,"Typically, lower oil prices boost global growth, but the recent decline to an 18-year low is likely to provide less support."
Midstream Prices Crash: Maybe We Have Seen This Before. https://t.co/mEWYuQVc20 #business #finance #markets,0,Midstream Prices Collapse: We've probably seen this before https://t.co/mEWYuQVc20 #Finance #Business #Markets
Natural Gas Continues To Dig A Deeper Bottom. https://t.co/QaKv8khDJG #stocks #investing #trading,0,Natural gas continues to drill a deeper bottom. https://t.co/QaKv8khDJG #Stocks #Investing #Trading
"Oil - If Demand Drops, Exports Drop. https://t.co/avCGaJKAGP #markets #stockmarket #investing",0,"Oil - If demand decreases, exports decrease. https://t.co/avCGaJKAGP #Markets #StockMarket #Investing"
"Oil Algos Confused After Huge Crude Build, Record Production, & OPEC Demand Cut | #FreeZeroHedge https://t.co/xuuXUgkjju",0,"Oil algae in confusion after huge crude oil build, record production, and demand cuts by OPEC | #FreeZeroHedge https://t.co/xuuXUgkjju"
Oil drops after U.S. inventory data https://t.co/IDCJ372Mjb https://t.co/hSyzKTVifN,0,Oil falls after US inventory data https://t.co/IDCJ372Mjb https://t.co/hSyzKTVifN
"Oil falls more than 4%, sliding into bear market territory as coronavirus sparks demand fears https://t.co/E3lDUFByFi",0,Oil falls by more than 4% and slides into bear market territory as the Corona virus raises demand concerns https://t.co/E3lDUFByFi
"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener https://t.co/7JxMiwy1B2 https://t.co/NdB4wBml82",0,"Oil declines after OPEC, EIA reports forecast strong supplies"
"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener https://t.co/nGNnPy5ook https://t.co/QMqwCWn5Tm",0,"Oil declines after OPEC, EIA reports forecast strong supplies"
OPEC slashed forecasts for global oil demand as the coronavirus hits fuel use in China https://t.co/j0mzuBmQbk,0,OPEC lowers global oil demand forecasts as coronavirus impacts fuel use in China https://t.co/j0mzuBmQbk
Sales of Latin American oil cargoes to China have ground to a halt this week https://t.co/fTXzryY9Wf,0,Sales of oil shipments from Latin America to China halted this week https://t.co/fTXzryY9Wf
Some expect natural gas prices to fall to levels not seen in three years https://t.co/2zAY6thZiD,0,Some expect natural gas prices to fall to levels not seen in three years https://t.co/2zAY6thZiD
"Stranded tankers, full storage tanks: coronavirus leads to crude glut in China #economy #MarketScreener… https://t.co/2VuXEsk7vM",0,Stuck tankers and full storage tanks: Coronavirus leads to a glut of crude oil in China #Economy #MarketScreener… https://t.co/2VuXEsk7vM
"The coronavirus is a 'black swan' for oil and energy markets, says Ned Davis Research https://t.co/pm0Dv01lGW",0,Ned Davis Research Center says coronavirus is a 'black swan' for oil and energy markets https://t.co/pm0Dv01lGW
"The crash in energy prices has hit Norway, Europe's biggest oil producer, forcing it to prop up its currency for th… https://t.co/QGwT3uy5yp",0,"The collapse in energy prices has hit Norway, Europe's largest oil producer, forcing it to support its currency this year… https://t.co/QGwT3uy5yp"
